,Purpose Code,Categorization
6233,RADIO MEDIA BUY - ENDORSED - DISSEMINATED 8/19/2016,media
6234,REIMBURSEMENT FOR PRINTING CAMPAIGN MATERIALS,administrative
6235,5/7 TO 5/11 RADIO ADVERTISING,media
6236,"FACEBOOK PAGE PUSH AD, ONGOING",digital
6237,TAXI DURING EVENT,travel
6238,STEEL BLITZ FOR BARACK - BUS RENTAL,travel
6239,ESTIMATED COST FOR CANVASSING SERVICES,field
6240,MAIL PIECE PRODUCTION AND POSTAGE.,fundraising
6241,WEB AD PLACEMENT (FIRE KIRKPATRICK),digital
6242,MOBILE ADS (ALSO OPPOSES MARK BEGICH),digital
6243,TELEVISION ADVERTISEMENT MEDIA BUY IN NEBRASKA. AD AIRS 5/7 - 5/13.,media
6244,SHIPPING OF INVITATIONS FOR FUNDRAISER,fundraising
6246,PERSUASION EVENTS,field
6247,DONOR SERVICES,fundraising
6248,IE-ERNST-EMAIL LIST RENTAL,digital
6249,PREDICTIVE DIALER FOR PHONE BANK,field
6250,RADIO AD AND PRODUCTION,media
6252,PHONE CALLS - GOTV HOFFMAN,field
6253,ADVERTISING - RADIO AD BUY,media
6254,VOTER GUIDE MAILING,field
6255,LIST PURCHASE FOR POSTCARD,fundraising
6256,10/13-10/14 ONLINE ADVERTISING,digital
6257,REIMBURSEMENT OFFICE EXPENSE,administrative
6258,CONSULTANT - DISTRIBUTION - VOTE FOR CATHERINE CORTEZ MASTO (ESTIMATED),consulting
6259,PHONES CALLS,field
6260,IE-HUELSKAMP-DONATION PROCESSING,fundraising
6261,EMAIL EXPENDITURE SUPPORTING SCOTT BROWN.,digital
6262,IE-GARCIA-TRAVEL,travel
6263,MEDIA BUY IN VIRGINIA,media
6264,COPYING MATERIALS FOR ORGANIZING,administrative
6265,"PRESS RELEASE, WEB AD",digital
6266,GOTV CANVASSERS,field
6267,HEALTH INSURANCE FOR CANVASSERS,field
6268,VIDEO PRODUCTION - SHIPPING,media
6269,AD DESIGN - ANOTHER FEMINIST FOR HILLARY (ESTIMATED),media
6270,RADIO ADVERTISING PRODUCTION SERVICES,media
6271,DIRECT MAIL INVOICE,fundraising
6272,DIGITAL MEDIA PLACEMENT/PRODUCTION - TEXAS,digital
6273,"SUM OF IN-KIND CONTRIBUTIONS FOR PRODUCTION, TARGETTED MAILING OF BROCHURES",media
6274,POSTAGE FOR MAILERS (PAY MORE PATRICK),administrative
6275,IE-BROWN-ONLINE ADS,digital
6276,PAID DISTRIBUTION - ANOTHER FEMINIST FOR HILLARY,media
6277,IE-TESTER-ONLINE ADS,digital
6278,BROADCAST AND CABLE TV,media
6279,3/1 TO 3/3 TELEVISION ADVERTISING,media
6280,ADVERTISING PLACEMENT,media
6282,RALLY SITE RENTAL AND SECURITY,field
6283,PAYROLL FOR CANVASSERS 7/25-7/31 FL,field
6284,IE-COFFMAN-ONLINE ADS,digital
6285,FOOD FOR VOTER CONTACT PHONE BANK,field
6286,BILLBOARD - OH - 9/24/12,media
6287,PROOFING SERVICES FOR FLIERS,media
6288,PAPER FOR COPYING MATERIALS FOR ORGANIZING,administrative
6289,IE-PRINTING/POSTAGE-TROTT,administrative
6290,DIRECT MAIL; ALSO OPPOSES TESTER,fundraising
6291,PITCH GAMIFICATION SITE AND BANNER ADS,media
6292,ONLINE/DIGITAL ADVERTISING.,digital
6293,IE-FITZPATRICK-ONLINE ADS,digital
6294,CA 39-STAFF TIME FOR MAILER REVIEW,administrative
6295,PHOTOS,administrative
6297,POSTAGE FOR MAILERS (MASTO UBER),administrative
6298,PHONE BANKING; 10/16 - 10/31 (ESTIMATE),field
6299,NEWPAPER ADVERTISEMENT,media
6300,IE-ROS-LEHTINEN-PRINT AD,media
6301,POLITICAL MAIL PIECE,media
6302,STAFF TIME FOR GIVEGREEN APPEAL,administrative
6303,"VOTER CONTACT PHONES: SYSTEM, PERSONNEL, OFFICE SPACE",field
6304,IE-BRANNN-TRAVEL,travel
6305,ONLINE VIDEO PRODUCTION-ESTIMATED COSTS,digital
6307,MAILER- FITNESS FOR OFFICE,fundraising
6308,RESEARCH (IN-KIND),polling
6309,DIGITAL MEDIA PRODUCTION/PLACEMENT - OKLAHOMA,digital
6311,REIMBURSEMENT FOR MAGAZINE STAFF TIME,media
6312,DIGITAL/WEB ADS,digital
6313,MEDIA PLACEMENT - TV/CABLE/DIGITAL,media
6314,MAIL DESIGN (WEILAND/PRESSLER 1),fundraising
6315,TV AD LONG ENOUGH,media
6317,PRESS EVENT COSTS,media
6318,4/29 RADIO ADVERTISING,media
6319,MEDIA PRODUCTION EXPENSES,media
6320,FLORIDA FIRST STAFF TIME (EXCEEDED $10K ON 9/14/2016),administrative
6321,DOOR-TO-DOOR GOTV FIELD OPERATIONS,field
6322,MEALS DURING TRAVEL,travel
6323,IE-HASNER-DOOR HANGERS,field
6324,CONSULTING FOR VIDEO MOBILE BILLBOARDS,consulting
6325,CONSULTING AUGUST,consulting
6327,4/25 TO 4/30 ADVERTISING,media
6328,IE-LANDRY-CANVASSING,field
6329,DATA FILE,digital
6330,TV AD  PRODUCTION COST WEAKEN US,media
6331,DATA FOR AI CALL OPPOSING CANDIDATE,digital
6332,MAILER #5,fundraising
6333,MAILING AND POSTAGE 10/18,fundraising
6334,ONLINE VOTER GUIDE; 10/1 - 10/18 (ESTIMATE),digital
6335,PRINTING AND MAILING ON 10/21,administrative
6336,STAFF TIME FOR DIRECT VOTER CONTACT,field
6337,MEDIA PRODUCTION FOR 07/28/16 RADIO ADVERTISING BUY,media
6338,WEBSITE DEVELOPMENT - WWW.FRIENDSOFTHEUSCHAMBER.COM,digital
6339,OPEN ACCOUNTING FUNCTIONS,legal
6340,BILLINGS OFFICE RENT,administrative
6341,PRINTING MAIL #1,administrative
6342,PROJECTED MILEAGE REIMBURSEMENT NC 8/1-8/31,travel
6343,BILLBOARDS TO SUPPORT EVAN MCMULLIN PRESIDENCY,media
6344,"TV AND DIGITAL AD RANDY OWEN MITCH ENDORSEMENT SUPPORTING MITCH MCCONNELL, 10/24 - 11/4.",digital
6345,"2 COLOR/2 SIGNS, H-WIRE STAKES, SHIPPING",administrative
6347,NOVEMBER CANVASSERS ESTIMATED,field
6348,"TELEVISION AND DIGITAL MEDIA OPPOSING KATIE MCGINTY, JUNE 2 - JUNE 22.",digital
6349,TELEVISION AD PRODUCTION,media
6350,BIRD DOGGER,administrative
6351,NEW MEXICO TV COMMERCIALS (WHO'S WILSON WITH?/WE'RE ALL PAYING FOR IT),media
6352,PRINTING AND SHIPPING MATERIALS,administrative
6353,RADIO AD DISSEMINATION,media
6354,AD & WEB PRODUCTION & DESIGN,digital
6355,DIRECT MAIL PRODUCTION-ALSO OPPOSE TRUMP,fundraising
6356,AERIAL BANNER PRODUCTION,media
6357,"MAILING, PRINTING AND POSTAGE",fundraising
6358,ADVERTISEMENT - RADIO ADVERTISING,media
6360,IE-SOUTHERLAND-DOOR HANGERS,field
6361,PRO-MURPHY MESSAGING/COMMUNICATION,media
6362,BENISHEK RADIO AD,media
6363,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/18-10/22",field
6364,TV & ONLINE ADS 'THE MAN',digital
6367,DATA LIST FOR PHONE BANKING; 9/1 - 9/30,digital
6368,IE-CURBELO-VOTER CALLING SYSTEM-ESTIMATED,field
6369,IE-RADIO-BOST,media
6370,PRINTING/BROCHURES,administrative
6371,EMAIL & STAFF FUNDRAISING APPEAL,fundraising
6373,FULFILLMENT ITEMS - AUDIO BOOKS,administrative
6374,PERSUASION AND GOTV FIELD ACTIVITIES,field
6375,IOWA LATINO RADIO ADS,media
6376,ADDITIONAL MEDIA PLACEMENT,media
6377,TV AD PRODUCTION COSTS TOUGH GUY,media
6378,ROOM FOR A MEETING,administrative
6380,ESTIMATE: GIVE GREEN APPEAL - LETTER & INSERT,administrative
6381,AFFIRMATIVE ACTION,legal
6382,FACEBOOK ADVERTISMENT,digital
6386,COPY AND PRODUCTION,administrative
6388,NEWSPAPER OP-ED (FROM ADVANCE LINE 21),media
6389,"STAFF TIME, TRAVEL & PHONEBANKING; 10/20 -11/8",field
6390,IE-OPPOSE WARD-ONLINE ADS,digital
6391,CONTACT LIST: CONTRIBUTION IN KIND,fundraising
6392,BEVERAGE KOOZIES,administrative
6394,PALM CARDS FOR CANVASS,field
6395,COPYWRITING FOR EMAIL COMMUNICATIONS,administrative
6396,STAFF TIME ON POSTCARDS AND SIGNS FOR VOLUNTEER EVENT,field
6397,POSTAGE - 8TH CD FLIER,administrative
6400,LICENSE FEE FOR MUSIC-ESTIMATED COSTS,administrative
6401,"INTERNET ADS, COMMUNICATIONS COSTS (FROM ADVANCE LINE 21)",digital
6402,SEARCH AD: NM,digital
6403,ONLINE ADVERTISING - 1/4/2012,digital
6404,IE-PRINTING/POSTAGE-GREENBERG,administrative
6405,MARKETING CALL LIST,fundraising
6406,PAYROLL CANVASS,field
6407,TELEVISION - MEDIA PLACEMENT,media
6408,TELEVISION BROADCAST,media
6409,STAFF TIME FOR PHONE BANKING,field
6410,POSTAGE FOR MAILERS (MCGINTY COST OF LIVING),administrative
6411,ESTIMATE OF JUNE MONTHLY PHONE OUTREACH FEES,field
6412,TRAVEL-AIRFARE,travel
6413,IE-MANDEL-DONATION PROCESSING,fundraising
6414,12/6/2016 SIGN,field
6415,ONLINE ADVERTISING -7/31 RUNOFF,digital
6416,RADIO AVERTISING 10/27-28,media
6417,TV AD PRODUCTION COSTS (TWO CANDIDATES),media
6418,ONLINE ADVERTISING - 1/3/2012,digital
6419,MEIDA BUY TV,media
6420,BLAST EMAILS NATIONALLY 8/16/12,digital
6422,CONSULTING FOR PHONE BANKING; 9/1 - 9/30.,consulting
6423,IE-MOURDOCK-COMPUTER RENTAL,administrative
6425,MAILHOUSE/POSTAGE,administrative
6426,AD ON SC CABLE TV(TO AIR 1/10/12 -1/20/12),media
6427,MEDIA ASSISTANCE ON CONGRESSIONAL SCORECARD,media
6428,CANVASSER PERSONNEL COSTSS,field
6429,REIMB: OBAMA DVD-PRODUCTION & DUPLICATION,media
6430,CABLE TELEVISION AD PRODUCTION KEN BUCK,media
6431,SUPPORT FOR IE ACTIVITY - TV BUY,media
6432,VOTER EDUCATION FOR THE GENERAL ELECTION IN THE STATE OF NV,field
6433,FL VIDEO ADS,media
6434,TV ADS BURNED DIGNITY,media
6437,TO SUPPORT BENNET,administrative
6438,"TELEVISION, NEWSPAPER,BILLBOARD",media
6439,IE-RADIO-ROBERTS,media
6440,WEB AD PLACEMENT (TRUTH),digital
6441,POSTAGE FOR MAILER (MCGINTY HEADLINE),administrative
6442,DIRECT MAIL - DISSEMINATED 8/5/2016,fundraising
6443,DIRECT MAIL - POSTAGE & PROCDUCTION,fundraising
6445,MAIL DESIGN (WEILAND/PRESSLER 4),fundraising
6446,MEDIA PRODUCTION & EMAIL BLASTS - CANDIDATE SPECIFIC,media
6447,"PHONE BANKING (DID NOT CROSS $10,000 THRESHOLD)",field
6448,GRAPHIC DESIGN - VOTE FOR CAROL SHEA-PORTER (ESTIMATED),media
6449,GET OUT THE VOTE CALLING CAMPAIGN,field
6450,HARDWARE,administrative
6451,MAIL PIECE 'AME1205_CLEAN WATER',fundraising
6452,CABLE MEDIA BUY (10/22 - 11/05/2012),media
6453,DOOR HANGER DESIGN PRODUCTION PRINTING AND SHIPPING,field
6454,IE-DEVORE-CC PROCESSING FEES,administrative
6455,INTERNET VIDEO,digital
6456,IE-STENBERG-POLLING,polling
6457,DIRECT MAIL - FULFILLMENT,fundraising
6458,PRODUCTION AND POST PRODUCTION OF 'GUADALUPE' :30 COMMERCIAL,media
6459,MEDIA MGMT FEE,media
6460,LIVE PHONE BANKS,field
6461,IE-STUTZMAN-ONLINE PROCESSING,digital
6462,IE-BUCK-RADIO PLACEMENT,media
6463,"MEDIA BUY - 'OYE, SHARRON' 09/08/2010",media
6464,IE-KEOWN-DOOR HANGERS,field
6465,MAIL PRODUCTION PRINTING POSTAGE (ABSENTEE BALLOT 2),fundraising
6466,REIMB. CANVASSING EQUIPMENT AND SUPPLIES; ULTIMATE PAYEE WAS AMAZON,field
6467,"POSTAGE, 2ND CD FLIER",administrative
6468,IE-RADIO-GREENBERG,media
6469,TV AD BUY/PRODUCTION,media
6470,TV AD PRODUCTION & PLACEMENT: WALK,media
6471,TV PRODUCTION COSTS OF 'PATRICIA' - ESTIMATE,media
6472,"MEDIA SUPPORTING JOHN MCCAIN, 8/23 - 8/30.",media
6473,ESTIMATE OF JULY MONTHLY OUTBOUND PHONE FEES,administrative
6474,PLEDGE CARDS,fundraising
6475,WEB AD CREATION & PRODUCTION (FIRE MERKLEY),digital
6476,CATHERINE AGAINST NEVADA STAFF EXPENSES (EXCEEDED $10K ON 10/5/2016),administrative
6478,"TV AND DIGITAL ADVERTISEMENT DYSFUNCTIONAL SPN SUPPORTING CORY GARDNER, 5/7 - 5/31.",digital
6479,IE-LANDRIEU-MEDIA BUY,media
6480,GRAPHIC ART DESIGN,media
6481,ESTIMATED DIRECT MAIL SERVICES,fundraising
6482,IE-MOONEY-ONLINE PROCESSING,digital
6483,ONLINE ADVERTISING 10/30,digital
6484,IE-TENNEY-MEDIA BUY,media
6485,POSTAGE AND PRINTING FOR MAIL PIECES,administrative
6486,2 (1/2) PAGE ADS,media
6487,TELEVISION AD PLACEMENT,media
6488,EMAIL CREATION,digital
6489,PR,media
6490,BREAKFAST FOR VOLUNTEERS,administrative
6492,POSTAGE /PRINTING / PRODUCTION,administrative
6494,DIRECT MAIL - ESTIMATE,fundraising
6496,"TV AND DIGITAL ADVERTISEMENT WASHINGTON OVERREACH SUPPORTING JAMES COMER, 5/6 - 5/16.",digital
6497,LODGING FOR VOLUNTEER EVENT (ALSO SUPPORTING MAGGIE HASSAN),travel
6498,ESTIMATE - GIVEGREEN APPEAL - PROOFREADING,administrative
6499,PRODUCTION COST- MAIL PIECE 4,fundraising
6500,TV AD AIR BUY TRUMP OR CONSEQUENCES-JOBS,media
6501,JAN GIVEGREEN APPEAL - BRE PRINTING,administrative
6503,TE-LODGING,travel
6504,IE-RADIO-MILLS,media
6505,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JULY 1 - 14TH.,fundraising
6507,CAMPAIGN MAILING FIGHTING TO SUPPORT,fundraising
6508,MAILING SERVICE,administrative
6509,ONLINE ADVERTISING 6/25,digital
6510,LIST BROKERING,fundraising
6511,"POSTAGE, 10TH CD FLIER",administrative
6512,TISEI VS MOULTON MAILERS,fundraising
6514,BANNER ADVERTISEMENTS AND BLAST EMAILS,digital
6515,IE-FLAKE-EMAIL LIST RENTAL,digital
6517,CAMPAIGN LITERATURE AND MAILING; CHECK DATE 05/22/2014; DISSEMINATION DATE 05/27/2014,field
6518,PRODUCTION COSTS - CONTRAST,media
6519,PRODUCTION CONSULTING SERVICES,consulting
6520,PRINTING OF COMMUNICATIONS,administrative
6521,MEDIA PRODUCTION & AIRTIME,media
6522,MAIL PRODUCTION COSTS/POSTAGE,fundraising
6523,TV AD RUNNING AGAIN,media
6524,WEBSITE PRODUCTION SUPPORTING DREW FERGUSON.,digital
6526,TELEVISION ADVERTISING OF 'DON'T BE FOOLED',media
6527,TV AD PLACEMENT: WORK HARD,media
6528,PHONE LIST RENTAL,field
6529,"TV, DIRECT MAIL, PHONES & ONLINE",digital
6530,"TV AND DIGITAL MEDIA OPPOSING CATHERINE CORTEZ-MASTO, WORKING HARD, 5/31 - 6/24.",digital
6531,DIGITAL/WEB ADVERTISING,digital
6532,IE-RADIO-WALKER,media
6533,INTERNET AD CREATION,digital
6534,IE-SHANNON-EMAIL/SOCIAL MEDIA/PRINTING,digital
6535,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/6-9/30,field
6536,MEDIA PRODUCTION - NATIONAL CABLE BUY ON FOX NEWS,media
6537,PHONE CALLS TO VOTERS,field
6538,DIRECT MAIL; ALSO OPPOSES DONNELLY,fundraising
6539,IE-RADIO-BLUNT,media
6540,PRODUCTION - RADIO ADVERTISEMENT,media
6541,OFFICE EXPENSE,administrative
6542,WEB & INTERNET ADS - GOOGLE,digital
6543,POLLING; 9/1-9/30,polling
6544,PHONE EXPENSE,administrative
6545,IE-RADIO-GILLESPIE,media
6546,MEDIA BUY - SC TV,media
6547,TV ADVERTISING; PLACEMENT COST (ALSO OPPOSES JOHN DELANEY),media
6548,DIGITAL ADVOCACY\TINTERNET ADVERT & WEBSITE,digital
6549,EARLY VOTE MAIL,field
6551,TELEVISION BUY AND PRODUCTION COST - THE EXPRESS,media
6552,MAILER (BAYH OUT JOBS),fundraising
6553,POSTAGE - MAIL PIECE 4,administrative
6554,TELEVISION AD FILMING AND PRODUCTION COSTS,media
6555,IE-BUERKLE-ONLINE ADS,digital
6556,TV AD PRODUCTION: 'BACK HOME',media
6557,RADIO ADVERTISING 11/5 AND 11/6,media
6558,CABLE TV MEDIA BUY,media
6559,ADVERTISING FOR AN EVENT,media
6560,AUTOMOBILE RENTALS,travel
6561,STAFF TIME EDITING CALLING SCRIPT,administrative
6563,WALK CARDS (ESTIMATE),field
6564,NEWSPAPER AD - AL,media
6565,EMAIL MARKETING EXPENSE,digital
6567,"UFCW FOR OBAMA SHIRTS, BUMPER STICKERS,",administrative
6568,ESTIMATE: STAFF FOOD AND GAS REIMBURSEMENTS,travel
6569,"30,000 SAMPLE BALLOT MAILERS",field
6570,FIELD CONSULTING SERVICE,consulting
6571,MEDIA PLACEMENT - DIGITAL (ESTIMATE),digital
6572,PRINT EST,administrative
6574,MAILER - REPLY,fundraising
6575,IE-RADIO-JOHNSON,media
6576,ESTIMATED ONLINE VOTER CONTACT COSTS,digital
6577,IE-MANDEL-POLLING,polling
6578,DIGITAL AD PLACEMENT PRODUCTION COSTS TOUGH GUY,digital
6579,TV AD PRODUCTION COSTS INSIDER & BY THE NUMBERS,media
6580,CREATIVE COMMISSION,media
6581,CAR SERVICES FOR VOLUNTEERS AT PHONE BANK,travel
6582,"NEAL DUNN, PROJECT: FL-2, MAILING #3",media
6583,"TV AND DIGITAL MEDIA SUPPORTING ROB PORTMAN JUNE 23-JULY 8, 2016.",digital
6585,DESIGN/COPYWRITE,administrative
6586,GOTV TEXT MESSAGES,digital
6587,"BANK, OTHER TRADING ASSEST",administrative
6588,DESIGN FEE FOR MAILERS,fundraising
6589,MAILER THANKING SEN. RICHARD BURR FOR SUPPORTING HOSPITALS,fundraising
6590,NOTEBOOKS,administrative
6591,HAND FANS,administrative
6592,MAIL PIECE-RYAN COSTELLO,fundraising
6593,DIRECT MAIL PRODUCTION - ALSO OPPOSES KASICH CHRISTIE RUBIO AND TRUMP,fundraising
6594,PHONE LIST TEST,field
6595,PRINTING/MAILHOUSE MAIL #2,administrative
6596,BILBOARD ADVERTISING,media
6597,ONLINE AD PLACEMENT,digital
6598,IE-COFFMAN-VOTER ID,field
6599,DIRECT MAIL PRINTING - SEPTEMBER MAILING - ESTIMATE,fundraising
6600,STAFF AND EMAIL FOR RECRUITMENT OF VOLS FOR IE CANVASS,field
6601,PRODUCTION DATA AND CREATIVE SERVICES,media
6602,ONLINE ADVERTISING (ENDORSEMENT),digital
6603,RADIO PLACEMENT AND PRODUCTION,media
6604,GOOD TV PLACEMENT,media
6605,MAIL 'NY-18' 'MALONEY 1',fundraising
6606,POSTAGE FOR MAILER (BAYH OUT JOBS),administrative
6608,"DATA LIST FOR PHONE BANKING; 10/1 - 10/18. COSTS DO NOT EXCEED $10,000 UNTIL 10/9/14",field
6609,DIRECT MAIL -- FLORIDA; ALSO OPPOSES BARACK OBAMA,fundraising
6610,PREDICTIVE DIALER MINUTES FOR VOLUNTEER PHONE BANKS,field
6611,ONLINE ADVERTISING: FACEBOOK,digital
6612,MEDIA PLACEMENT-ALSO OPPOSE KASICH AND CHRISTIE,media
6613,TV AD PRODUCTION: 'TRICK-HERSETH-SANDLIN',media
6614,"TELEVISION COMMERCIAL (OBAMACARE) RUNNING FROM MARCH 16, 2010 TO MARCH 19, 20010",media
6615,JAN GIVEGREEN APPEAL - MAILSHOP,administrative
6617,"DIGITAL WEB AD PLACEMENT (DEFEAT 'PAY-MORE' PATRICK) DID NOT CROSS $10,000 THRESHOLD",digital
6618,TELEVISION ADVERTISING & PRODUCTION OF 'CYNTHIA',media
6619,PRO-MARKEY MESSAGING/COMMUNICATION,media
6620,RADIO AND CABLE AD BUY,media
6621,IE-POSTAGE/PRINTING/COFFMAN,administrative
6622,ESTIMATE: SUPPORT FOR INDEPENDENT EXPENDITURE ACTIVITY - TV AD PRODUCTION,media
6623,EVENT FACILITY RENTAL,administrative
6624,IE-FLAKE-MICRO TARGETING,fundraising
6625,IE-INNIS-MEDIA BUY,media
6627,MEDIA PLACEMENT-AD CHANGE,media
6628,IE-AMASH-VIDEO PRODUCTION,media
6629,IE-MOURDOCK-RALLY PERMIT,field
6630,GRAPHIC DESIGN FOR BUTTONS,field
6631,VOTER CONTACT MAIL PRODUCTION & POSTAGE: WARNING SIGNS,field
6632,"PRODUCTION - RADIO, WEB AND TV SPOTS",digital
6633,SUPPORT EMAIL,digital
6634,GOTV PHONE CAMPAIGN,field
6635,IE-HATCH-STRATEGIC CONSULTING,consulting
6636,"ESTIMATE: STAFF FOOD AND GAS REIMBURSEMENTS, 11/2-11/4",travel
6637,PRINTING AND MAILING  ON 10/4,administrative
6638,EMPLOYEE SALARY FOR GROUND CAMPAIGN (5/28/12 - 6/1/12),field
6639,IE-FLAKE-ONLINE PROCESSING,digital
6640,MEDIA PRODUCTIONS,media
6641,MEDIA PRODUCTIONS COSTS,media
6643,TELEPHONE BANK,field
6644,MULTIMEDIA ONLINE ADS,digital
6645,DIGITAL AD PLACEMENTY BUY,digital
6646,12/8 RADIO ADVERTISING,media
6647,IE-ROBOCALLS-FIORINA,field
6648,"TV AND DIGITAL ADVERTISEMENT US SUPPORTING MITCH MCCONNELL, 10/28 - 11/3.",digital
6649,WRONGONMARRIAGE.COM WEBSITE - RON PAUL - PRODUCTION,digital
6651,IE-GRAHAM-MEDIA PRODUCTION,media
6652,TV AD PLACEMENT: TRICK-OLIVERIO,media
6653,ESTIMATED SEPTEMBER LIST RENTAL FEES,fundraising
6654,CONSULTANTS - DIRECT MAILING,consulting
6655,POSTAGE PRINTING AND CREATIVE FOR POLITICAL MAIL,administrative
6656,MAILERS (BAYH GAME),fundraising
6657,TELEVISION PRODUCTION AND MEDIA BUY - DOOR,media
6658,PRINTING & MAILSHOP SERVICES,administrative
6659,"INV # 120352 - 1,500 NOLAN HARD HAT STICKERS",administrative
6660,TELEVISION PRODUCTION OF 'PICTURE' - ESTIMATE,media
6661,ROBO CALL SERVICE,field
6662,PRINTING - KIND THE SPENDIFICENT,administrative
6665,RADIO AD PLACEMENT: 'WHY?',media
6666,SOCIAL MEDIA PLACEMENT --  OHIO; ALSO OPPOSES BARACK OBAMA,digital
6667,LABOR FOR MAIL JPIECE,administrative
6668,DIGITAL AD (FROM ADVANCE LINE 21),digital
6669,TV AD PRODUCTION: 'TRICK-EDWARDS',media
6670,HONDA WALK PIECE,field
6671,"PRODUCTION, DISTRIBUTION OF RADIO AD",media
6672,CANVASSING CONSULTING FEE,consulting
6673,COPIES OF NEWSPAPER ADVERTISEMENT,media
6674,PRINTING (ESTIMATED),administrative
6675,BUNDLING APPEAL - COPYWRITING,fundraising
6676,MAIL PRODUCTION PRINTING POSTAGE (PRYOR CAREER 1),fundraising
6677,PRINTING - VOTE FOR HILLARY CLINTON,administrative
6678,DIGITAL ADVERTISING - STRATEGIC CREATIVE & DIGITAL,digital
6679,EMAIL EXPENDITURE SUPPORTING DAN DONOVAN 4/28/2015.,digital
6680,IE-TILLIS-PRINTING/DROP SHIPPING,administrative
6681,PAC MEDIA PRODUCTION,media
6682,REIMBURSEMENT TO VOLUNTEER FOR MEALS,administrative
6683,SOUND RECORDIST FOR ONLINE VIDEO PRODUCTION,digital
6684,IN-HOUSE PRINTING - VOTE FOR CAROL SHEA PORTER,administrative
6685,INTERNET AD TO PROMOTE POLITICAL ADS; ROGUES GALLERY & CALBE AD,digital
6686,TENNESSEE AD BUYS,media
6687,NEWSPAPER ADVERTISING -WCP,media
6692,BARBER-CHOOSE YOUR DOCTOR',administrative
6693,FEDERAL RADIO AD POST-PRODUCTION SERVICES,media
6694,TV AD - PRODUCTION COST AROUND THE WORLD,media
6697,NEWSPAPER AD - CO,media
6698,IE-GARCIA-EMAIL/SOCIAL MEDIA/PRINTING,digital
6699,ESTIMATE OF JULY MONTHLY FACEBOOK ADVERTISING,digital
6700,TELEVISION PRODUCTION AND MEDIA BUY - WORKS,media
6701,TELEPHONE BANKS 'OBAMACARE QUIZ',field
6702,"MAIL POSTAGE, PRINTING AND PRODUCTION",fundraising
6703,DIGITAL ADVERTISING - DISSEMINATED 10/28/2016,digital
6705,"DIGITAL ADVERTISEMENT ERNST SUPPORTING JONI ERNST, 5/29 - 6/3.",digital
6706,TIME BUY,media
6707,IN KIND-STAFFTIME FOR MESSAGE DEVELOPMENT,administrative
6708,PHONE CALLS (ESTIMATE),administrative
6709,"DIGITAL ADVERTISEMENT DELIVERED SUPPORTING JOHN MCCAIN, 7/22 - 8/1.",digital
6710,TELEVISON PRODUCTION OF 'PUMPED' - ESTIMATE,media
6711,BUS ADVERTISING,media
6712,TV/RADIO ADS BEGIN 10/30/2012,media
6713,CONSULTANTS - PHONEBANKING,consulting
6714,CAVASSING,field
6715,PRINTED ADVERTISEMENT FOR MAILING,media
6716,WEBPAGE DEVELOPMENT SUPPORTING ROGER MARSHALL.,digital
6717,IE-PANTANO-RADIO PRODUCTION,media
6718,RADIO AD BUY: CHOICE,media
6719,AD PRODUCTION AND AIR TIME,media
6720,RADIO AD PRODUCTION LOST,media
6721,IE-HATCH-BOOK MAILER,media
6722,MILEAGE REIMBURSEMENT FOR 7/16-7/24- FLORIDA,travel
6723,DOORHANGERS FOR ELECTION DAY,field
6724,PUSHCARD PRODUCTION AND DISTRIBUTION,media
6725,POSTAGE FOR MAILERS ('ROSS SUPREME COURT'),administrative
6726,IE-PRINTING/POSTAGE-GILLESPIE,administrative
6728,ESTIMATE: LIVE CALLS,administrative
6729,MOTOR COACH REPAIRS,travel
6730,POSTAGE -  HEINREICH THE SPENDIFICENT,administrative
6732,IE-MACK-OFFICE SUPPLIES-NAMETAGS,administrative
6733,STAFF - GOTV/PALM CARD DISTRIBUTION,field
6734,"RECRUITING ADS ACROSS 50 STATES,REPORTING BASED ON SINGLE ENTRY REPORTING IN AO-2003",media
6735,OUTBOUND VOTER CONTACT CALLS,field
6736,REIMBURSEMENT FOR EMAIL SERVICES,digital
6737,IE-CASEY-ONLINE ADS,digital
6738,FLORIDA FIRST TELEVISION ADVERTISEMENT PRODUCTION,media
6739,VOTER CONTACT CALLS OVER SERVERAL DAYS,field
6740,DOOR TO DOOR CANVASS TO DROP CANDIDATE LITERATURE IN NH SENATE DISTRICTS 671216,field
6741,FOOD/BEVERAGE,administrative
6742,WEB PROMOTION,digital
6743,"FEDERAL RADIO AD DEVELOPMENT, PRODUCTION AND AD BUY",media
6744,TV AD PRODUCTION - AUDIO. AD SUPPORTS CHRIS MCDANIEL AND AIRS JUNE 17TH TO JUNE 24TH.,media
6745,IE-RADIO-CRAMER,media
6747,TELEVISION AD BUY - 'VOTE',media
6748,TELEVISION PRODUCTION AND MEDIA BUY - WHAT,media
6749,PRINTING - VOTE MICHELLE NUNN U.S. SENATE,administrative
6750,WEB AD CREATION & PRODUCTION (FRUGAL),digital
6751,GET OUT THE VOTE EMAILS,digital
6753,"TV ADVERTISING OF 'PREDATORY', 'TALK', 'RIGGED', 'DISAPPEARED', 'WRONG'",media
